Cancer type	NCBI gene id	FDR adjusted p-value	Cancer Sample Med	Normal Sample Med	log2 fold change	p-value	Gene symbol
PCPG	83539	6.3508e-05	1	1	0	0.000361441002058218	CHST9
PCPG	1000	0.037185	61.369	131.413	-1.09852602073765	0.0923588938791223	CDH2
PCPG	1825	0.31867	1	1	0	0.395598801949718	DSC3
PCPG	1824	0.51311	1	1	0	0.579550514092315	DSC2
PCPG	1829	0.59093	1	2.241	-1.16414264884831	0.650676070311167	DSG2
PCPG	7276	6.4439e-05	1.514	1	0.598365205323645	0.000366201199060482	TTR
PCPG	9331	0.24161	13.297	22.622	-0.766625693846655	0.342213740122915	B4GALT6
PCPG	22878	0.52068	18.185	16.088	0.176763939037627	0.586902054507338	TRAPPC8
PCPG	54941	0.015882	1.419	1.304	0.121930719829474	0.0486719430018999	RNF125
PCPG	51444	0.00011495	10.875	8.519	0.352259405739483	0.000629234219457014	RNF138
PCPG	64762	0.12203	2.304	10.46	-2.18267022969199	0.212947410746484	GAREM1
PCPG	4225	0.31867	1	1	0	0.395598801949718	MEP1B
PCPG	57565	0.073681	1	1	0	0.150281289357218	KLHL14
PCPG	374864	0.16937	1	1	0	0.266270769980507	CCDC178
PCPG	80816	0.020911	1	1	0	0.0599990091906315	ASXL3
PCPG	8715	1e-20	12.381	1	3.6300559390661	2.02893081761006e-19	NOL4
PCPG	1837	0.00013372	17.202	5.025	1.77538080900803	0.000723955536912752	DTNA
PCPG	10982	0.54716	94.066	113.695	-0.273423547231889	0.611314431168831	MAPRE2
PCPG	84307	0.81648	25.9	32.282	-0.31777786424473	0.849047706027721	ZNF397
PCPG	100101467	0.24356	15.931	12.085	0.398619355577709	0.343987403137541	ZSCAN30
PCPG	7572	0.42918	30.484	34.352	-0.172341875842374	0.502053560551124	ZNF24
PCPG	252884	0.066167	4.149	2.503	0.729105366183318	0.139164234706074	ZNF396
PCPG	125476	0.00037397	50.634	22.362	1.17905723430701	0.00186609005413766	INO80C
PCPG	2589	0.061291	24.46	43.442	-0.828666120171574	0.131816810126582	GALNT1
PCPG	100616257	0.10334	1	1	0	0.189957173789174	MIR3975
PCPG	100500864	7.1977e-07	1	1	0	5.28723647817837e-06	MIR3929
PCPG	83608	0.52962	27.98	29.041	-0.0536951695569502	0.595383320750334	C18orf21
PCPG	55197	0.31724	64.327	84.249	-0.389235154520922	0.395598801949718	RPRD1A
PCPG	25800	5.9038e-07	178.508	46.68	1.93511226524886	4.36827036697248e-06	SLC39A6
PCPG	55250	0.015517	28.948	17.928	0.69124912275946	0.047696848022868	ELP2
PCPG	55034	0.032287	1	36.033	-5.17124686613433	0.0831378438206731	MOCOS
PCPG	80206	0.005219	27.714	21.196	0.386822919526857	0.0193411763354394	FHOD3
